,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,States,Counties
5360,Camp Creek,53490,Valid,H4,3016.0,Found,2009.0,33.88098,-111.78558,"(33.88098, -111.78558)",7.0,989.0
5361,Camp Wood,51830,Valid,"Iron, IIIAB",148000.0,Found,,29.7725,-99.875,"(29.7725, -99.875)",23.0,2859.0
5362,Campbellsville,5245,Valid,"Iron, IIIAB",15400.0,Found,1929.0,37.36667,-85.36667,"(37.36667, -85.36667)",36.0,1487.0
5366,Canton,5254,Valid,"Iron, IIIAB",7030.0,Found,1894.0,34.2,-84.48333,"(34.2, -84.48333)",31.0,1162.0
5367,Canyon,5255,Valid,H?,860.0,Found,1957.0,34.96667,-101.93333,"(34.96667, -101.93333)",23.0,790.0
5369,Canyon City,5256,Valid,"Iron, IIIAB",8600.0,Found,1875.0,40.9,-123.1,"(40.9, -123.1)",8.0,1390.0
5370,Canyon Diablo,5257,Valid,"Iron, IAB-MG",30000000.0,Found,1891.0,35.05,-111.03333,"(35.05, -111.03333)",7.0,986.0
5371,Canyonlands,5258,Valid,H6,1520.0,Found,1961.0,38.18333,-109.88333,"(38.18333, -109.88333)",13.0,3177.0
5379,Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000.0,32.91745,-114.767183,"(32.91745, -114.767183)",8.0,1190.0
5386,Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,"(31.91667, -98.03333)",23.0,752.0
5387,Carnegie,5278,Valid,L6,132700.0,Found,1963.0,35.16667,-98.64389,"(35.16667, -98.64389)",20.0,2313.0
5390,Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840.0,36.26667,-85.98333,"(36.26667, -85.98333)",39.0,2112.0
5392,Carver,5284,Valid,"Iron, IIAB",94000.0,Found,1935.0,32.0,-86.0,"(32.0, -86.0)",29.0,1593.0
5394,Casey County,5286,Valid,"Iron, IAB-MG",723.0,Found,1877.0,37.25,-85.0,"(37.25, -85.0)",36.0,238.0
5395,Cashion,5287,Valid,H4,5896.8,Found,1936.0,35.84778,-97.70333,"(35.84778, -97.70333)",20.0,707.0
5400,Cat Mountain,5297,Valid,L5,2700.0,Found,1981.0,32.14833,-111.11167,"(32.14833, -111.11167)",7.0,942.0
5435,Cave Creek,5299,Valid,H4,1492.0,Found,1992.0,31.7045,-110.77917,"(31.7045, -110.77917)",7.0,9.0
5436,Cavour,5300,Valid,H6,26210.0,Found,1938.0,44.221494,-98.059192,"(44.221494, -98.059192)",21.0,661.0
5437,Cedar (Kansas),5302,Valid,H6,4900.0,Found,1937.0,39.7,-98.98333,"(39.7, -98.98333)",17.0,1295.0
5438,Cedar (Texas),5303,Valid,H4,26000.0,Found,1900.0,29.82806,-96.90861,"(29.82806, -96.90861)",23.0,844.0
5439,Cedartown,5304,Valid,"Iron, IIAB",11300.0,Found,1898.0,34.01667,-85.26667,"(34.01667, -85.26667)",31.0,197.0
5440,Cee Vee,5305,Valid,H5,3600.0,Found,1959.0,34.2,-100.48333,"(34.2, -100.48333)",23.0,835.0
5444,Chamberlin,5317,Valid,H5,2400.0,Found,1941.0,36.2,-102.45,"(36.2, -102.45)",23.0,837.0
5447,Chandler,53491,Valid,L6,350.4,Found,2009.0,33.24558,-111.89633,"(33.24558, -111.89633)",7.0,989.0
5449,Channing,5324,Valid,H5,15300.0,Found,1936.0,35.71667,-102.28333,"(35.71667, -102.28333)",23.0,753.0
5454,Chesterville,5343,Valid,"Iron, IIAB",16500.0,Found,1849.0,34.7,-81.2,"(34.7, -81.2)",33.0,744.0
5455,Chicago Valley,44706,Valid,L5,26.0,Found,2004.0,36.00217,-116.19633,"(36.00217, -116.19633)",8.0,1191.0
5456,Chico,5346,Valid,L6,104800.0,Found,1954.0,36.5,-104.2,"(36.5, -104.2)",11.0,2537.0
5457,Chico Hills,5347,Valid,H4,8030.0,Found,1951.0,36.0,-104.5,"(36.0, -104.5)",11.0,1984.0
5460,Chilkoot,5351,Valid,"Iron, IIIAB",43000.0,Found,1881.0,59.33333,-136.0,"(59.33333, -136.0)",51.0,1674.0
5464,Chocolate Mountains,52013,Valid,Ureilite,699.0,Found,2004.0,33.01222,-114.86667,"(33.01222, -114.86667)",8.0,1190.0
5466,Chuckwalla,5361,Valid,"Iron, IAB-MG",1802.0,Found,1992.0,35.25,-118.09067,"(35.25, -118.09067)",8.0,1192.0
5467,Chulafinnee,5362,Valid,"Iron, IIIAB",16220.0,Found,1873.0,33.5,-85.66667,"(33.5, -85.66667)",29.0,1497.0
5469,Cimarron,5365,Valid,CM2,,Found,1948.0,37.85,-100.35,"(37.85, -100.35)",17.0,1950.0
5470,Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870.0,39.11667,-84.5,"(39.11667, -84.5)",38.0,2562.0
5471,Circle Back,5367,Valid,L6,2268.0,Found,1977.0,34.02806,-102.68,"(34.02806, -102.68)",23.0,819.0
5472,Clarendon (a),5369,Valid,H5,1964.0,Found,1979.0,34.905,-100.91333,"(34.905, -100.91333)",23.0,3167.0
5473,Clarendon (b),5370,Valid,H5,26.8,Found,1981.0,34.93611,-100.94167,"(34.93611, -100.94167)",23.0,3167.0
5474,Clareton,5371,Valid,L6,1050.0,Found,1931.0,43.7,-104.7,"(43.7, -104.7)",14.0,894.0
5476,Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937.0,38.0,-84.16667,"(38.0, -84.16667)",36.0,1223.0
5477,Claytonville,5375,Valid,L5,15600.0,Found,1964.0,34.34667,-101.49,"(34.34667, -101.49)",23.0,799.0
5478,Claytonville (b),5376,Valid,OC,5136.0,Found,1978.0,34.34833,-101.65833,"(34.34833, -101.65833)",23.0,799.0
5479,Cleburne,5377,Valid,"Iron, IVA",6800.0,Found,1907.0,32.31667,-97.41667,"(32.31667, -97.41667)",23.0,763.0
5480,Cleo Springs,5378,Valid,H4,24000.0,Found,1960.0,36.43333,-98.43333,"(36.43333, -98.43333)",20.0,2205.0
5481,Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860.0,34.88333,-84.78333,"(34.88333, -84.78333)",31.0,1473.0
5482,Clifford,5380,Valid,L6,11360.0,Found,1962.0,39.1,-103.25833,"(39.1, -103.25833)",9.0,30.0
5483,Clinton,5381,Valid,Iron,7700.0,Found,1950.0,36.08333,-84.2,"(36.08333, -84.2)",39.0,2738.0
5485,Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,1954.0,34.45,-111.36667,"(34.45, -111.36667)",7.0,986.0
5486,Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,1961.0,34.3,-103.13472,"(34.3, -103.13472)",11.0,1987.0
5487,Clovis (no. 2),5386,Valid,L6,41300.0,Found,1963.0,34.3,-103.13333,"(34.3, -103.13333)",11.0,1987.0
5495,Coffeyville,51051,Valid,H5,35900.0,Found,2006.0,37.01667,-95.66667,"(37.01667, -95.66667)",17.0,1247.0
5496,Colby (Kansas),5394,Valid,H5,2400.0,Found,1940.0,39.41667,-101.05,"(39.41667, -101.05)",17.0,338.0
5497,Cold Bay,5396,Valid,"Pallasite, PES",320.0,Found,1921.0,55.18333,-162.55,"(55.18333, -162.55)",51.0,
5498,Coldwater (iron),5398,Valid,Iron,18400.0,Found,1923.0,37.26667,-99.33333,"(37.26667, -99.33333)",17.0,312.0
5499,Coldwater (stone),5399,Valid,H5,16000.0,Found,1924.0,37.26667,-99.33333,"(37.26667, -99.33333)",17.0,312.0
5500,Cole Creek,5400,Valid,H5,16300.0,Found,1991.0,41.35,-99.11667,"(41.35, -99.11667)",19.0,474.0
5501,Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880.0,35.3,-81.73333,"(35.3, -81.73333)",37.0,2477.0
5504,Colony,5407,Valid,CO3.0,3912.0,Found,1975.0,35.35,-98.68333,"(35.35, -98.68333)",20.0,2313.0
5505,Colorado Springs,5408,Valid,Iron,,Found,1950.0,38.83333,-104.83333,"(38.83333, -104.83333)",9.0,1447.0
5506,Colton,5410,Valid,"Iron, IIIAB",19670.0,Found,1993.0,46.57056,-117.09861,"(46.57056, -117.09861)",6.0,2745.0
5507,Columbus,5411,Valid,H5,165.0,Found,1997.0,31.82967,-107.3945,"(31.82967, -107.3945)",11.0,1982.0
5510,Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,1940.0,32.01667,-98.7,"(32.01667, -98.7)",23.0,833.0
5511,Comanche (stone),5415,Valid,L5,2400.0,Found,1956.0,31.99167,-98.65167,"(31.99167, -98.65167)",23.0,833.0
5513,Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006.0,40.266667,-94.683333,"(40.266667, -94.683333)",18.0,2130.0
5514,Concho,5417,Valid,L6,93500.0,Found,1939.0,32.0,-101.5,"(32.0, -101.5)",23.0,747.0
5529,Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913.0,36.16667,-85.51667,"(36.16667, -85.51667)",39.0,2105.0
5532,Coolidge,5434,Valid,C4-ung,4500.0,Found,1937.0,38.03333,-101.98333,"(38.03333, -101.98333)",17.0,1952.0
5534,Coon Butte,5436,Valid,L6,2750.0,Found,1905.0,35.0,-111.0,"(35.0, -111.0)",7.0,986.0
5536,Coopertown,5438,Valid,"Iron, IIIE",16800.0,Found,1860.0,36.43333,-87.0,"(36.43333, -87.0)",39.0,2107.0
5538,Cope,5440,Valid,H5,12000.0,Found,1934.0,39.66667,-102.83333,"(39.66667, -102.83333)",9.0,37.0
5539,Cope (b),5441,Valid,H5,817.0,Found,1967.0,39.68333,-102.845,"(39.68333, -102.845)",9.0,37.0
5541,Cordes,44707,Valid,H4,54.5,Found,1998.0,34.30333,-112.16617,"(34.30333, -112.16617)",7.0,944.0
5542,Corn,54859,Valid,H5,5176.0,Found,1994.0,35.405,-98.74889,"(35.405, -98.74889)",20.0,2313.0
5545,Correo,5447,Valid,H4,1400.0,Found,1979.0,34.95,-107.16667,"(34.95, -107.16667)",11.0,617.0
5547,Cortez,5449,Valid,H6,715.6,Found,1940.0,37.35,-108.68333,"(37.35, -108.68333)",9.0,1058.0
5548,Cosby's Creek,5450,Valid,"Iron, IAB-MG",960000.0,Found,1837.0,35.78333,-83.25,"(35.78333, -83.25)",39.0,2002.0
5550,Costilla Peak,5453,Valid,"Iron, IIIAB",35500.0,Found,1881.0,36.83333,-105.23333,"(36.83333, -105.23333)",11.0,1993.0
5551,Cotesfield,5454,Valid,L6,1160.0,Found,1928.0,41.36667,-98.63333,"(41.36667, -98.63333)",19.0,460.0
5552,Cotopaxi,30451,Valid,"Iron, IAB-ung",243.0,Found,2000.0,38.46483,-105.7015,"(38.46483, -105.7015)",9.0,1448.0
5553,Cottonwood,5455,Valid,H5,800.0,Found,1955.0,34.83333,-112.01667,"(34.83333, -112.01667)",7.0,944.0
5554,Covert,5456,Valid,H5,61000.0,Found,1896.0,39.2,-98.78333,"(39.2, -98.78333)",17.0,1253.0
5557,Coyote Dry Lake 001,30452,Valid,H5,338.0,Found,1995.0,35.05017,-116.76683,"(35.05017, -116.76683)",8.0,78.0
5558,Coyote Dry Lake 002,30453,Valid,H5-6,106.7,Found,1998.0,35.04753,-116.73092,"(35.04753, -116.73092)",8.0,78.0
5559,Coyote Dry Lake 003,30454,Valid,H5,255.72,Found,1998.0,35.08808,-116.75398,"(35.08808, -116.75398)",8.0,78.0
5560,Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,1999.0,35.0715,-116.77205,"(35.0715, -116.77205)",8.0,78.0
5561,Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,1999.0,35.05605,-116.7763,"(35.05605, -116.7763)",8.0,78.0
5562,Coyote Dry Lake 040,30457,Valid,H4,344.0,Found,1999.0,35.09373,-116.76343,"(35.09373, -116.76343)",8.0,78.0
5563,Coyote Dry Lake 054,30458,Valid,H5,392.8,Found,1999.0,35.07667,-116.74667,"(35.07667, -116.74667)",8.0,78.0
5564,Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,1999.0,35.05242,-116.7667,"(35.05242, -116.7667)",8.0,78.0
5565,Coyote Dry Lake 063,30460,Valid,H4,67.61,Found,1999.0,35.05878,-116.773,"(35.05878, -116.773)",8.0,78.0
5566,Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999.0,35.05817,-116.7743,"(35.05817, -116.7743)",8.0,78.0
5567,Coyote Dry Lake 067,30462,Valid,L6,412.05,Found,1999.0,35.03815,-116.7531,"(35.03815, -116.7531)",8.0,78.0
5568,Coyote Dry Lake 080,30463,Valid,H5,278.1,Found,1999.0,35.07402,-116.76117,"(35.07402, -116.76117)",8.0,78.0
5569,Coyote Dry Lake 105,30464,Valid,H5,61.5,Found,1999.0,35.05073,-116.76698,"(35.05073, -116.76698)",8.0,78.0
5570,Coyote Dry Lake 110,30465,Valid,H4,68.02,Found,1999.0,35.04625,-116.73547,"(35.04625, -116.73547)",8.0,78.0
5571,Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999.0,35.05865,-116.76872,"(35.05865, -116.76872)",8.0,78.0
5572,Coyote Dry Lake 116,30467,Valid,H6,4.4,Found,1999.0,35.05847,-116.769,"(35.05847, -116.769)",8.0,78.0
5573,Coyote Dry Lake 117,30468,Valid,H3,162.0,Found,1999.0,35.0501,-116.74443,"(35.0501, -116.74443)",8.0,78.0
5574,Coyote Dry Lake 119,30469,Valid,H5,3.2,Found,1999.0,35.03815,-116.7531,"(35.03815, -116.7531)",8.0,78.0
5575,Coyote Dry Lake 120,30470,Valid,H5,18.5,Found,1999.0,35.05893,-116.76872,"(35.05893, -116.76872)",8.0,78.0
5576,Coyote Dry Lake 121,30471,Valid,H4,14.2,Found,1999.0,35.05947,-116.7685,"(35.05947, -116.7685)",8.0,78.0
5577,Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,2000.0,35.06917,-116.7502,"(35.06917, -116.7502)",8.0,78.0
5578,Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,2000.0,35.06785,-116.7494,"(35.06785, -116.7494)",8.0,78.0
5579,Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,2000.0,35.07028,-116.74847,"(35.07028, -116.74847)",8.0,78.0
5580,Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000.0,35.0925,-116.76083,"(35.0925, -116.76083)",8.0,78.0
5581,Coyote Dry Lake 138,30476,Valid,H5,18.3,Found,2000.0,35.05283,-116.76645,"(35.05283, -116.76645)",8.0,78.0
5582,Coyote Dry Lake 139,30477,Valid,H4,10.4,Found,2000.0,35.05283,-116.76538,"(35.05283, -116.76538)",8.0,78.0
5583,Coyote Dry Lake 142,30478,Valid,H4,32.22,Found,2000.0,35.06725,-116.74853,"(35.06725, -116.74853)",8.0,78.0
5584,Coyote Dry Lake 151,30479,Valid,H6,90.04,Found,2001.0,35.05602,-116.72368,"(35.05602, -116.72368)",8.0,78.0
5585,Coyote Dry Lake 152,30480,Valid,H5,10.84,Found,2001.0,35.05607,-116.72365,"(35.05607, -116.72365)",8.0,78.0
5586,Coyote Dry Lake 153,30481,Valid,H5,13.87,Found,2001.0,35.07362,-116.76372,"(35.07362, -116.76372)",8.0,78.0
5587,Coyote Dry Lake 155,30482,Valid,H4,17.02,Found,2001.0,35.06847,-116.76905,"(35.06847, -116.76905)",8.0,78.0
5588,Coyote Dry Lake 159,30483,Valid,H5,17.7,Found,2001.0,35.05865,-116.76872,"(35.05865, -116.76872)",8.0,78.0
5589,Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,2002.0,35.06152,-116.76295,"(35.06152, -116.76295)",8.0,78.0
5590,Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,2002.0,35.07802,-116.76777,"(35.07802, -116.76777)",8.0,78.0
5591,Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,2002.0,35.07,-116.77,"(35.07, -116.77)",8.0,78.0
5592,Coyote Dry Lake 164,30487,Valid,H5,43.0,Found,2002.0,35.05835,-116.77403,"(35.05835, -116.77403)",8.0,78.0
5593,Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,2002.0,35.06888,-116.76197,"(35.06888, -116.76197)",8.0,78.0
5594,Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,2002.0,35.05475,-116.75432,"(35.05475, -116.75432)",8.0,78.0
5595,Coyote Dry Lake 176,30490,Valid,H6,187.55,Found,2003.0,35.05452,-116.73005,"(35.05452, -116.73005)",8.0,78.0
5596,Coyote Dry Lake 194,30491,Valid,L6,1.47,Found,2004.0,35.08838,-116.75283,"(35.08838, -116.75283)",8.0,78.0
5597,Coyote Dry Lake 221,30492,Valid,H4,54.31,Found,2003.0,35.05717,-116.7205,"(35.05717, -116.7205)",8.0,78.0
5598,Coyote Dry Lake 222,30493,Valid,L5,22.5,Found,2004.0,35.04008,-116.75553,"(35.04008, -116.75553)",8.0,78.0
5599,Coyote Dry Lake 223,30494,Valid,L6,512.0,Found,2004.0,35.03842,-116.75818,"(35.03842, -116.75818)",8.0,78.0
5600,Coyote Dry Lake 230,30495,Valid,H6,16.36,Found,2004.0,35.08958,-116.75007,"(35.08958, -116.75007)",8.0,78.0
5601,Coyote Dry Lake 235,30496,Valid,LL6,81.4,Found,2004.0,35.05628,-116.73377,"(35.05628, -116.73377)",8.0,78.0
5602,Coyote Dry Lake 249,30497,Valid,H4,71.8,Found,2004.0,35.08758,-116.74603,"(35.08758, -116.74603)",8.0,78.0
5603,Coyote Dry Lake 274,45960,Valid,H4,7.5,Found,2006.0,35.05902,-116.76892,"(35.05902, -116.76892)",8.0,78.0
5604,Coyote Dry Lake 275,45961,Valid,H4,16.2,Found,2006.0,35.05122,-116.76742,"(35.05122, -116.76742)",8.0,78.0
5605,Coyote Dry Lake 276,45962,Valid,H6,47.2,Found,2006.0,35.07118,-116.77162,"(35.07118, -116.77162)",8.0,78.0
5606,Coyote Dry Lake 277,45963,Valid,H5,21.3,Found,2006.0,35.0742,-116.7637,"(35.0742, -116.7637)",8.0,78.0
5607,Coyote Dry Lake 318,52804,Valid,H5,7.2,Found,2009.0,35.0751,-116.75038,"(35.0751, -116.75038)",8.0,78.0
5608,Coyote Mountains,5459,Valid,H5,23.04,Found,1998.0,31.91667,-111.5,"(31.91667, -111.5)",7.0,942.0
5609,Coyote Spring,44708,Valid,H5,240.0,Found,2005.0,36.99367,-114.99367,"(36.99367, -114.99367)",10.0,2398.0
5611,Crab Orchard,5461,Valid,Mesosiderite-A1,48500.0,Found,1887.0,35.83333,-84.91667,"(35.83333, -84.91667)",39.0,2004.0
5612,Cranberry Plains,5462,Valid,"Iron, IVA",90.0,Found,1852.0,37.23333,-80.73333,"(37.23333, -80.73333)",40.0,2775.0
5614,Cranfills Gap,5464,Valid,H6,6000.0,Found,1940.0,31.75,-97.75,"(31.75, -97.75)",23.0,3029.0
5618,Cricket Mountains,5472,Valid,H6,10.6,Found,1985.0,38.90306,-112.82111,"(38.90306, -112.82111)",13.0,898.0
5620,Crosbyton,5475,Valid,H,,Found,1963.0,33.66667,-101.26667,"(33.66667, -101.26667)",23.0,836.0
5621,Crow Peak,44709,Valid,"Iron, IIAB",6320.0,Found,1958.0,44.47733,-103.972,"(44.47733, -103.972)",21.0,2683.0
5625,Cuddeback Dry Lake 001,5480,Valid,L6,32.5,Found,1999.0,35.29575,-117.4668,"(35.29575, -117.4668)",8.0,78.0
5626,Cuddeback Dry Lake 002,5481,Valid,L6,95.0,Found,2000.0,35.2755,-117.47833,"(35.2755, -117.47833)",8.0,78.0
5627,Cuddeback Dry Lake 003,5482,Valid,L6,7.5,Found,2000.0,35.29183,-117.47067,"(35.29183, -117.47067)",8.0,78.0
5628,Cuddeback Dry Lake 004,5483,Valid,H6,40.0,Found,2000.0,35.30233,-117.46017,"(35.30233, -117.46017)",8.0,78.0
5629,Cuddeback Dry Lake 005,5484,Valid,H5,35.0,Found,2000.0,35.31232,-117.45315,"(35.31232, -117.45315)",8.0,78.0
5630,Cuddeback Dry Lake 006,5485,Valid,H6,0.5,Found,2000.0,35.31227,-117.453,"(35.31227, -117.453)",8.0,78.0
5631,Cuddeback Dry Lake 007,5486,Valid,L4,96.7,Found,2000.0,35.3114,-117.45342,"(35.3114, -117.45342)",8.0,78.0
5632,Cuddeback Dry Lake 008,5487,Valid,L6,18.02,Found,2000.0,35.28333,-117.48333,"(35.28333, -117.48333)",8.0,78.0
5633,Cuddeback Dry Lake 009,5488,Valid,H5,19.0,Found,2000.0,35.31833,-117.46667,"(35.31833, -117.46667)",8.0,78.0
5634,Cuddeback Dry Lake 010,5489,Valid,L5,10.5,Found,2000.0,35.3112,-117.45465,"(35.3112, -117.45465)",8.0,78.0
5635,Cuddeback Dry Lake 011,5490,Valid,L6,10.69,Found,2000.0,35.2758,-117.47877,"(35.2758, -117.47877)",8.0,78.0
5636,Cuddeback Dry Lake 012,5491,Valid,H5,0.72,Found,2002.0,35.31217,-117.453,"(35.31217, -117.453)",8.0,78.0
5638,Cuddeback Dry Lake 013,52974,Valid,H4,1.6,Found,2008.0,35.31218,-117.45303,"(35.31218, -117.45303)",8.0,78.0
5639,Cuddeback Dry Lake 017,52978,Valid,H6,23.1,Found,2008.0,35.28528,-117.48305,"(35.28528, -117.48305)",8.0,78.0
5640,Cuddeback Dry Lake 018,52979,Valid,H4,8.5,Found,2008.0,35.28638,-117.48305,"(35.28638, -117.48305)",8.0,78.0
5641,Cuddeback Dry Lake 019,52980,Valid,L6,10.1,Found,2008.0,35.30455,-117.45817,"(35.30455, -117.45817)",8.0,78.0
5642,Cuddeback Dry Lake 021,51573,Valid,L6,31.72,Found,2004.0,35.3,-117.4605,"(35.3, -117.4605)",8.0,78.0
5643,Cuddeback Dry Lake 023,52856,Valid,H5,123.0,Found,1986.0,35.3248,-117.47983,"(35.3248, -117.47983)",8.0,78.0
5644,Cuddeback Dry Lake 028,52967,Valid,L5,19.5,Found,2008.0,35.296,-117.472,"(35.296, -117.472)",8.0,78.0
5645,Cuddeback Dry Lake 029,52968,Valid,H4,22.2,Found,2008.0,35.296,-117.472,"(35.296, -117.472)",8.0,78.0
5646,Cuero,5493,Valid,H5,46500.0,Found,1936.0,29.01667,-97.28333,"(29.01667, -97.28333)",23.0,3165.0
5647,Culbertson,5494,Valid,H4,5900.0,Found,1913.0,40.23333,-100.83333,"(40.23333, -100.83333)",19.0,2295.0
5648,Cullison,5495,Valid,H4,10000.0,Found,1911.0,37.61667,-98.91667,"(37.61667, -98.91667)",17.0,330.0
5699,Cushing,5499,Valid,H4,567.0,Found,1932.0,35.96667,-96.76667,"(35.96667, -96.76667)",20.0,713.0
5703,Dale Dry Lake,5505,Valid,L3.7,300.0,Found,1957.0,34.08333,-115.78333,"(34.08333, -115.78333)",8.0,78.0
5706,Dalhart,5508,Valid,H5,4400.0,Found,1968.0,36.04333,-102.40833,"(36.04333, -102.40833)",23.0,753.0
5707,Dalton,5509,Valid,"Iron, IIIAB",53000.0,Found,1879.0,34.8,-84.98333,"(34.8, -84.98333)",31.0,1620.0
5708,Danby Dry Lake,5510,Valid,H6,8991.0,Found,2000.0,34.216667,-115.05,"(34.216667, -115.05)",8.0,78.0
6819,Davis Mountains,6615,Valid,"Iron, IIIAB",689000.0,Found,1903.0,30.75,-104.25,"(30.75, -104.25)",23.0,762.0
6820,Davy (a),6616,Valid,L4,50600.0,Found,1940.0,29.1,-97.6,"(29.1, -97.6)",23.0,3165.0
6821,Davy (b),6617,Valid,H4,3770.0,Found,1981.0,29.00833,-97.70556,"(29.00833, -97.70556)",23.0,3165.0
6822,Dawn (a),6618,Valid,H6,7682.0,Found,1981.0,34.86,-102.12,"(34.86, -102.12)",23.0,790.0
6823,Dawn (b),6619,Valid,H4/5,257.6,Found,1981.0,34.86,-102.12,"(34.86, -102.12)",23.0,790.0
6824,Dayton,6620,Valid,"Iron, IAB-sLH",26300.0,Found,1892.0,39.75,-84.16667,"(39.75, -84.16667)",38.0,2613.0
6826,De Kalb,6623,Valid,H,566.0,Found,1969.0,39.59167,-94.92194,"(39.59167, -94.92194)",18.0,2692.0
6827,De Nova,6624,Valid,L6,12700.0,Found,1940.0,39.85,-102.95,"(39.85, -102.95)",9.0,37.0
6840,Deep Springs,6637,Valid,"Iron, ungrouped",11500.0,Found,1846.0,36.5,-79.75,"(36.5, -79.75)",37.0,2475.0
6843,Delaware,6640,Valid,L4,8346.0,Found,1972.0,35.28333,-93.5,"(35.28333, -93.5)",15.0,1033.0
6846,Delphos (a),6645,Valid,L4,1244.7,Found,1968.0,34.08333,-103.525,"(34.08333, -103.525)",11.0,1987.0
6847,Delphos (b),6646,Valid,OC,548.0,Found,1968.0,34.09,-103.61167,"(34.09, -103.61167)",11.0,1987.0
6848,Delphos (c),6647,Valid,L5,885.0,Found,1977.0,34.05,-103.63333,"(34.05, -103.63333)",11.0,1987.0
6849,Delphos (d),6648,Valid,H5,276.0,Found,1969.0,34.05,-103.55,"(34.05, -103.55)",11.0,1987.0
6850,Deming,55792,Valid,H5,784.0,Found,2009.0,32.22548,-107.90459,"(32.22548, -107.90459)",11.0,1982.0
6856,Densmore (1879),6656,Valid,L6,37200.0,Found,1879.0,39.65,-99.68333,"(39.65, -99.68333)",17.0,1252.0
6857,Densmore (1950),6657,Valid,H6,11300.0,Found,1950.0,39.56583,-99.64722,"(39.56583, -99.64722)",17.0,1949.0
6859,Denton County,6659,Valid,"Iron, IIIAB",5400.0,Found,1856.0,33.0,-97.0,"(33.0, -97.0)",23.0,839.0
6860,Denver City,6661,Valid,"Iron, ungrouped",26100.0,Found,1975.0,33.07139,-102.80028,"(33.07139, -102.80028)",23.0,2966.0
6861,Deport,6662,Valid,"Iron, IAB-sLL",15000.0,Found,1926.0,33.51667,-95.3,"(33.51667, -95.3)",23.0,2860.0
6862,Deport (a),6663,Valid,H4,604.0,Found,1944.0,33.51667,-95.3,"(33.51667, -95.3)",23.0,2860.0
6892,Desert Willow,48655,Valid,H4/5,11.3,Found,2007.0,32.319,-111.077,"(32.319, -111.077)",7.0,942.0
6893,Devil Peak,6695,Valid,L6,34.7,Found,1999.0,35.65917,-115.37283,"(35.65917, -115.37283)",10.0,480.0
6894,Dexter,6697,Valid,"Iron, IIIAB",1724.0,Found,1889.0,33.81667,-97.0,"(33.81667, -97.0)",23.0,3114.0
8305,Diablo Pass,35516,Valid,L6,246.6,Found,2004.0,33.66348,-114.29207,"(33.66348, -114.29207)",7.0,7.0
8306,Diamond Valley,7641,Valid,H5,440.0,Found,2001.0,40.08173,-115.93673,"(40.08173, -115.93673)",10.0,2361.0
8310,Dimmitt,7645,Valid,H3.7,200000.0,Found,1942.0,34.58333,-102.16667,"(34.58333, -102.16667)",23.0,828.0
8311,Dimmitt (b),7646,Valid,OC,2800.0,Found,1981.0,34.48333,-102.32833,"(34.48333, -102.32833)",23.0,828.0
8313,Dispatch,7648,Valid,H,220.0,Found,1956.0,39.5,-98.53333,"(39.5, -98.53333)",17.0,1253.0
8315,Dix,7651,Valid,L6,44000.0,Found,1927.0,41.23333,-103.48333,"(41.23333, -103.48333)",19.0,2301.0
9156,Dora (pallasite),7712,Valid,"Pallasite, PMG",7600.0,Found,1955.0,33.92667,-103.955,"(33.92667, -103.955)",11.0,2535.0
9157,Dora (stone),7713,Valid,OC,1570.0,Found,1970.0,33.92333,-103.35,"(33.92333, -103.35)",11.0,1987.0
9161,Dos Cabezas,7721,Valid,L5,755.0,Found,1998.0,32.295,-109.67,"(32.295, -109.67)",7.0,5.0
9162,Dougherty,7724,Valid,L6,1113.0,Found,2002.0,33.97917,-101.2,"(33.97917, -101.2)",23.0,3188.0
9163,Doyleville,7727,Valid,H5,112.0,Found,1887.0,38.41667,-106.58333,"(38.41667, -106.58333)",9.0,1067.0
