,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,States,Counties
766,Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,1933.0,36.21667,-103.4,"(36.21667, -103.4)",11.0,1994.0
778,Peekskill,18782,Valid,H6,12570.0,Fell,1992.0,41.28333,-73.91667,"(41.28333, -73.91667)",47.0,2185.0
779,Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,1946.0,30.125,-103.11667,"(30.125, -103.11667)",23.0,3062.0
786,Petersburg,18801,Valid,Eucrite-pmict,1800.0,Fell,1855.0,35.3,-86.63333,"(35.3, -86.63333)",39.0,2017.0
788,Phillips County (stone),18808,Valid,L6,57900.0,Fell,1901.0,40.0,-99.25,"(40.0, -99.25)",17.0,1255.0
799,Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921.0,31.95,-83.51667,"(31.95, -83.51667)",31.0,207.0
800,Plantersville,18846,Valid,H6,2085.0,Fell,1930.0,30.7,-96.11667,"(30.7, -96.11667)",23.0,2018.0
809,Portales Valley,18874,Valid,H6,71400.0,Fell,1998.0,34.175,-103.295,"(34.175, -103.295)",11.0,1987.0
814,Pricetown,18888,Valid,L6,900.0,Fell,1893.0,39.11667,-83.85,"(39.11667, -83.85)",38.0,2566.0
841,Red Canyon Lake,53502,Valid,H5,18.41,Fell,2007.0,38.13742,-119.75812,"(38.13742, -119.75812)",8.0,1391.0
850,Rich Mountain,22597,Valid,L6,668.0,Fell,1903.0,35.03333,-83.03333,"(35.03333, -83.03333)",37.0,2388.0
852,Richardton,22599,Valid,H5,90000.0,Fell,1918.0,46.88333,-102.31667,"(46.88333, -102.31667)",3.0,569.0
853,Richland Springs,22602,Valid,OC,1900.0,Fell,1980.0,31.25,-99.03333,"(31.25, -99.03333)",23.0,2885.0
854,Richmond,22603,Valid,LL5,1800.0,Fell,1828.0,37.46667,-77.5,"(37.46667, -77.5)",40.0,2764.0
857,Rochester,22637,Valid,H6,340.0,Fell,1876.0,41.08333,-86.28333,"(41.08333, -86.28333)",35.0,150.0
861,Rose City,22766,Valid,H5,10600.0,Fell,1921.0,44.51667,-83.95,"(44.51667, -83.95)",50.0,361.0
873,Salem,23107,Valid,L6,61.4,Fell,1981.0,44.97917,-122.96944,"(44.97917, -122.96944)",12.0,2409.0
877,San Juan Capistrano,23128,Valid,H6,56.0,Fell,1973.0,33.48472,-117.6625,"(33.48472, -117.6625)",8.0,1174.0
893,Schenectady,23458,Valid,H5,283.3,Fell,1968.0,42.86083,-73.95028,"(42.86083, -73.95028)",47.0,2142.0
895,Searsmont,23472,Valid,H5,5400.0,Fell,1871.0,44.36667,-69.2,"(44.36667, -69.2)",49.0,1727.0
911,Sharps,23525,Valid,H3.4,1265.0,Fell,1921.0,37.83333,-76.7,"(37.83333, -76.7)",40.0,921.0
927,Sioux County,23614,Valid,Eucrite-mmict,4100.0,Fell,1933.0,42.58333,-103.66667,"(42.58333, -103.66667)",19.0,2351.0
946,St. Louis,23089,Valid,H4,1000.0,Fell,1950.0,38.7,-90.23333,"(38.7, -90.23333)",18.0,2223.0
948,St. Mary's County,23091,Valid,LL3.3,24.3,Fell,1919.0,38.16667,-76.38333,"(38.16667, -76.38333)",45.0,424.0
958,Stratford,23728,Valid,L6,50.0,Fell,1974.0,41.2,-73.13333,"(41.2, -73.13333)",24.0,1040.0
962,Success,23736,Valid,L6,3500.0,Fell,1924.0,36.48333,-90.66667,"(36.48333, -90.66667)",15.0,955.0
969,Sutter's Mill,55529,Valid,C,992.5,Fell,2012.0,38.80389,-120.90806,"(38.80389, -120.90806)",8.0,1187.0
970,Sylacauga,23773,Valid,H4,5560.0,Fell,1954.0,33.18836,-86.2945,"(33.18836, -86.2945)",29.0,1637.0
992,Tilden,23998,Valid,L6,74800.0,Fell,1927.0,38.2,-89.68333,"(38.2, -89.68333)",34.0,1762.0
1005,Torrington,24032,Valid,H6,259.1,Fell,1944.0,42.06667,-104.16667,"(42.06667, -104.16667)",14.0,890.0
1013,Troup,24054,Valid,L6,1020.0,Fell,1917.0,32.16667,-95.1,"(32.16667, -95.1)",23.0,2915.0
1019,Turtle Lake,47343,Valid,L5,89.3,Fell,1996.0,45.34583,-92.05167,"(45.34583, -92.05167)",41.0,864.0
1050,Vernon County,24168,Valid,H6,1500.0,Fell,1865.0,43.5,-91.16667,"(43.5, -91.16667)",41.0,3072.0
1061,Walters,24210,Valid,L6,28100.0,Fell,1946.0,34.33333,-98.3,"(34.33333, -98.3)",20.0,2716.0
1062,Warrenton,24215,Valid,CO3.7,1600.0,Fell,1877.0,38.68333,-91.15,"(38.68333, -91.15)",18.0,2219.0
1063,Washougal,24218,Valid,Howardite,225.0,Fell,1939.0,45.58333,-122.35,"(45.58333, -122.35)",12.0,2977.0
1066,Weston,24249,Valid,H4,150000.0,Fell,1807.0,41.266667,-73.266667,"(41.266667, -73.266667)",24.0,1040.0
1067,Wethersfield (1971),24250,Valid,L6,350.0,Fell,1971.0,41.7,-72.65,"(41.7, -72.65)",24.0,1041.0
1068,Wethersfield (1982),24251,Valid,L6,2756.0,Fell,1982.0,41.71056,-72.67361,"(41.71056, -72.67361)",24.0,1041.0
1069,Whetstone Mountains,49514,Valid,H5,2138.74,Fell,2009.0,31.96185,-110.434183,"(31.96185, -110.434183)",7.0,5.0
1077,Worden,24337,Valid,L5,1551.0,Fell,1997.0,42.38467,-83.6115,"(42.38467, -83.6115)",50.0,366.0
1089,Yorktown (New York),30370,Valid,L5,250.0,Fell,1869.0,41.28333,-73.81667,"(41.28333, -73.81667)",47.0,2185.0
1113,Abbott,5,Valid,H3-6,21100.0,Found,1951.0,36.3,-104.28333,"(36.3, -104.28333)",11.0,2537.0
1114,Abernathy,7,Valid,L6,2914.0,Found,1941.0,33.85,-101.8,"(33.85, -101.8)",23.0,751.0
1515,Achilles,369,Valid,H5,16000.0,Found,1924.0,39.77667,-100.81333,"(39.77667, -100.81333)",17.0,1285.0
1516,Ackerly,55379,Valid,L5,3046.0,Found,1995.0,32.59033,-101.77217,"(32.59033, -101.77217)",23.0,838.0
1517,Acme,371,Valid,H5,75000.0,Found,1947.0,33.63333,-104.26667,"(33.63333, -104.26667)",11.0,2535.0
1518,Acomita,372,Valid,"Pallasite, PMG",3956.0,Found,1962.0,35.05,-107.56667,"(35.05, -107.56667)",11.0,2536.0
1522,Adams County,375,Valid,H5,5700.0,Found,1928.0,39.96667,-103.76667,"(39.96667, -103.76667)",9.0,82.0
1526,Admire,380,Valid,"Pallasite, PMG",180000.0,Found,1881.0,38.7,-96.1,"(38.7, -96.1)",17.0,1242.0
1535,Adrian,388,Valid,H4,22600.0,Found,1936.0,35.15,-102.71667,"(35.15, -102.71667)",23.0,3163.0
1537,Aggie Creek,393,Valid,"Iron, IIIAB",43000.0,Found,1942.0,64.88333,-163.16667,"(64.88333, -163.16667)",51.0,114.0
1560,Aiken,421,Valid,OC,956.0,Found,1936.0,34.2,-101.5,"(34.2, -101.5)",23.0,3188.0
1561,Ainsworth,422,Valid,"Iron, IIAB",80650.0,Found,1907.0,42.6,-99.8,"(42.6, -99.8)",19.0,448.0
1564,Akron (1940),430,Valid,H6,1050.0,Found,1940.0,40.15,-103.16667,"(40.15, -103.16667)",9.0,37.0
1565,Akron (1961),431,Valid,L6,4000.0,Found,1961.0,40.15,-103.16667,"(40.15, -103.16667)",9.0,37.0
1619,Alamogordo,449,Valid,H5,13600.0,Found,1938.0,32.9,-105.93333,"(32.9, -105.93333)",11.0,614.0
1620,Alamosa,450,Valid,L6,1800.0,Found,1937.0,37.46667,-105.86667,"(37.46667, -105.86667)",9.0,83.0
1622,Albin (pallasite),455,Valid,"Pallasite, PMG",37600.0,Found,1915.0,41.5,-104.1,"(41.5, -104.1)",14.0,3119.0
1623,Albin (stone),456,Valid,L,15400.0,Found,1949.0,41.41667,-104.1,"(41.41667, -104.1)",14.0,3119.0
1624,Albion,457,Valid,"Iron, IVA",12280.0,Found,1966.0,46.83333,-117.25,"(46.83333, -117.25)",6.0,2745.0
1627,Alexander County,464,Valid,"Iron, IAB complex",192.0,Found,1875.0,35.75,-81.25,"(35.75, -81.25)",37.0,2286.0
1631,Algoma,470,Valid,"Iron, IAB-sHL",4100.0,Found,1887.0,44.65,-87.46667,"(44.65, -87.46667)",41.0,3001.0
1635,Alkali,474,Valid,H6,30.47,Found,1998.0,37.86667,-117.4,"(37.86667, -117.4)",10.0,2360.0
1636,Alkali Flat,55662,Valid,L5,28.0,Found,2011.0,32.306,-108.9038,"(32.306, -108.9038)",11.0,1979.0
3407,Allen,2277,Valid,H4,1407.0,Found,1923.0,33.1,-96.7,"(33.1, -96.7)",23.0,3110.0
3408,Allred,2280,Valid,L4,6570.0,Found,1978.0,33.1,-102.95,"(33.1, -102.95)",23.0,2966.0
3409,Almelo Township,2281,Valid,L5,3180.0,Found,1949.0,39.6,-100.11667,"(39.6, -100.11667)",17.0,1252.0
3412,Altonah,2286,Valid,"Iron, IVA",21500.0,Found,1932.0,40.56667,-110.48333,"(40.56667, -110.48333)",13.0,2989.0
3413,Alvord,2287,Valid,"Iron, IVA",17500.0,Found,1976.0,43.32222,-96.28889,"(43.32222, -96.28889)",16.0,1829.0
3415,Amber,2291,Valid,L6,4532.0,Found,1934.0,35.16667,-97.88333,"(35.16667, -97.88333)",20.0,2722.0
3417,Amherst,2293,Valid,L6,8500.0,Found,1947.0,40.8,-99.2,"(40.8, -99.2)",19.0,2194.0
3419,Angelica,2300,Valid,"Iron, IIIAB",14800.0,Found,1916.0,44.25,-88.25,"(44.25, -88.25)",41.0,3032.0
3421,Anoka,2307,Valid,"Iron, IAB-sLM",1108.0,Found,1961.0,45.2,-93.43333,"(45.2, -93.43333)",1.0,1406.0
3423,Anson,2308,Valid,L6,3900.0,Found,1972.0,39.33333,-97.56167,"(39.33333, -97.56167)",17.0,310.0
3425,Antelope,57455,Valid,H4,754.0,Found,2012.0,40.90183,-118.54465,"(40.90183, -118.54465)",10.0,2397.0
3426,Anthony,2310,Valid,H5,20000.0,Found,1919.0,37.08333,-98.05,"(37.08333, -98.05)",17.0,320.0
3427,Anthony Gap,56391,Valid,L6,347.36,Found,2011.0,32.00584,-106.56028,"(32.00584, -106.56028)",11.0,2724.0
3428,Anton,2311,Valid,H4,41800.0,Found,1965.0,33.7825,-102.18111,"(33.7825, -102.18111)",23.0,756.0
3431,Apache Junction,54566,Valid,"Iron, IIIAB",25000.0,Found,,33.45,-111.51667,"(33.45, -111.51667)",7.0,943.0
3432,Apex,2315,Valid,L6,6.1,Found,1938.0,39.75,-105.2,"(39.75, -105.2)",9.0,1008.0
3442,Arapahoe,2323,Valid,L5,19083.0,Found,1940.0,38.8,-102.2,"(38.8, -102.2)",9.0,1399.0
3445,Arcadia,2326,Valid,LL6,19400.0,Found,1937.0,41.41667,-99.1,"(41.41667, -99.1)",19.0,2354.0
3446,Arch,2327,Valid,CV3,985.8,Found,1972.0,34.15,-103.22,"(34.15, -103.22)",11.0,1987.0
3447,Arches,2328,Valid,L5,534.0,Found,2001.0,38.68867,-109.58517,"(38.68867, -109.58517)",13.0,2992.0
3449,Argonia,2331,Valid,"Pallasite, PMG-an",84.0,Found,1940.0,37.26667,-97.76667,"(37.26667, -97.76667)",17.0,1297.0
3451,Arivaca,47346,Valid,Eucrite-mmict,30.1,Found,1999.0,31.59391,-111.37023,"(31.59391, -111.37023)",7.0,942.0
3452,Arlington,2333,Valid,"Iron, IIE-an",8940.0,Found,1894.0,44.6,-94.1,"(44.6, -94.1)",1.0,390.0
3456,Armel,2336,Valid,L5,9200.0,Found,1967.0,39.76667,-102.13333,"(39.76667, -102.13333)",9.0,1073.0
3459,Arriba,2339,Valid,L5,31100.0,Found,1936.0,39.3,-103.25,"(39.3, -103.25)",9.0,30.0
3463,Asheville,2347,Valid,"Iron, IIIAB",800.0,Found,1839.0,35.58333,-82.53333,"(35.58333, -82.53333)",37.0,2232.0
3464,Ashfork,2348,Valid,"Iron, IAB-MG",27000.0,Found,1901.0,35.25,-112.5,"(35.25, -112.5)",7.0,986.0
3465,Ashmore,2349,Valid,H5,55400.0,Found,1969.0,32.9,-102.28333,"(32.9, -102.28333)",23.0,3192.0
4999,Atlanta,4886,Valid,EL6,5500.0,Found,1938.0,31.8,-92.75,"(31.8, -92.75)",22.0,411.0
5000,Attica,4890,Valid,H4,5622.0,Found,1996.0,37.25,-98.13333,"(37.25, -98.13333)",17.0,320.0
5001,Atwood,4891,Valid,L6,2100.0,Found,1963.0,40.51667,-103.26667,"(40.51667, -103.26667)",9.0,1014.0
5002,Atwood (b),4892,Valid,OC,77.0,Found,1964.0,40.51667,-103.26667,"(40.51667, -103.26667)",9.0,1014.0
5003,Aubrey Hills,56393,Valid,H6,560.8,Found,2010.0,34.38063,-114.16705,"(34.38063, -114.16705)",7.0,8.0
5004,Auburn,4894,Valid,"Iron, IIG",3630.0,Found,1867.0,32.63333,-85.5,"(32.63333, -85.5)",29.0,1586.0
5005,Augusta County,4897,Valid,"Iron, IIIAB",76000.0,Found,1858.0,38.16667,-79.08333,"(38.16667, -79.08333)",40.0,2949.0
5007,Aurora,4901,Valid,H4,1000.0,Found,1938.0,36.33333,-105.05,"(36.33333, -105.05)",11.0,2537.0
5010,Axtell,4911,Valid,CV3,6200.0,Found,1943.0,31.66,-96.97167,"(31.66, -96.97167)",23.0,774.0
5013,Babb's Mill (Blake's Iron),4915,Valid,"Iron, ungrouped",136000.0,Found,1876.0,36.3,-82.88333,"(36.3, -82.88333)",39.0,2047.0
5014,Babb's Mill (Troost's Iron),4916,Valid,"Iron, ungrouped",6400.0,Found,1842.0,36.3,-82.88333,"(36.3, -82.88333)",39.0,2047.0
5017,Bagdad,4920,Valid,"Iron, IIIAB",2200.0,Found,1959.0,34.613317,-113.398967,"(34.613317, -113.398967)",7.0,8.0
5020,Bald Eagle,4924,Valid,"Iron, IIIAB",3200.0,Found,1891.0,41.28333,-77.05,"(41.28333, -77.05)",48.0,2557.0
5023,Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,1927.0,31.76667,-99.98333,"(31.76667, -99.98333)",23.0,793.0
5033,Barrilla,4952,Valid,H5,11100.0,Found,1994.0,30.78333,-103.46667,"(30.78333, -103.46667)",23.0,2855.0
5034,Bartlett,4953,Valid,"Iron, IIIAB",8590.0,Found,1938.0,30.83333,-97.5,"(30.83333, -97.5)",23.0,821.0
5036,Barwise,4955,Valid,H5,10400.0,Found,1950.0,34.0,-101.5,"(34.0, -101.5)",23.0,3188.0
5053,Batesland,4973,Valid,H5,2500.0,Found,1961.0,43.13333,-102.1,"(43.13333, -102.1)",21.0,2627.0
5055,Bayard,4978,Valid,L5,75000.0,Found,1982.0,41.81667,-103.36667,"(41.81667, -103.36667)",19.0,473.0
5058,Bear Creek,4982,Valid,"Iron, IIIAB",227000.0,Found,1866.0,39.6,-105.3,"(39.6, -105.3)",9.0,1008.0
5059,Bear Lodge,4983,Valid,"Iron, IIIAB",48500.0,Found,1931.0,44.5,-104.2,"(44.5, -104.2)",14.0,3083.0
5060,Beaver,4985,Valid,L5,25628.0,Found,1940.0,36.8,-100.53333,"(36.8, -100.53333)",20.0,2670.0
5061,Beaver-Harrison,4987,Valid,L6,925.0,Found,1979.0,38.48417,-113.13639,"(38.48417, -113.13639)",13.0,2968.0
5066,Beeler,4994,Valid,LL6,11620.0,Found,1924.0,38.53333,-100.21667,"(38.53333, -100.21667)",17.0,1251.0
5067,Beenham,4995,Valid,L5,44400.0,Found,1937.0,36.21667,-103.65,"(36.21667, -103.65)",11.0,1994.0
5068,Beer Bottle Pass,4996,Valid,L5,8.9,Found,1999.0,35.66117,-115.33333,"(35.66117, -115.33333)",10.0,480.0
5075,Belle Plaine,5004,Valid,L6,78800.0,Found,1950.0,37.31667,-97.25,"(37.31667, -97.25)",17.0,1297.0
5078,Belmont,5008,Valid,H6,25300.0,Found,1958.0,42.73333,-90.35,"(42.73333, -90.35)",41.0,875.0
5085,Benedict,5017,Valid,"Iron, IIIAB",16380.0,Found,1970.0,41.0,-97.53333,"(41.0, -97.53333)",19.0,479.0
5089,Benjamin,5020,Valid,H4/5,51800.0,Found,1969.0,33.58333,-99.8,"(33.58333, -99.8)",23.0,2786.0
5090,Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,1934.0,43.5,-101.25,"(43.5, -101.25)",21.0,2681.0
5094,Bethel (a),5030,Valid,OC,18.3,Found,1968.0,34.23333,-103.38333,"(34.23333, -103.38333)",11.0,1987.0
5095,Bethel (b),5031,Valid,H4,56.8,Found,1968.0,34.24667,-103.395,"(34.24667, -103.395)",11.0,1987.0
5096,Bethune,5033,Valid,EH4/5,67.0,Found,1941.0,39.3,-102.41667,"(39.3, -102.41667)",9.0,1009.0
5102,Big Horn Mountains,50765,Valid,H4,91.9,Found,2006.0,33.71333,-113.275,"(33.71333, -113.275)",7.0,989.0
5105,Billings,5047,Valid,"Iron, IIIAB",24500.0,Found,1903.0,37.06667,-93.55,"(37.06667, -93.55)",18.0,515.0
5124,Bishop Canyon,5058,Valid,"Iron, IVA",8600.0,Found,1912.0,38.0,-108.5,"(38.0, -108.5)",9.0,1069.0
5125,Bison,5061,Valid,LL6,11000.0,Found,1958.0,38.30667,-99.71,"(38.30667, -99.71)",17.0,1251.0
5127,Black Mountain,5066,Valid,"Iron, IAB-MG",800.0,Found,1839.0,35.58333,-82.35,"(35.58333, -82.35)",37.0,2232.0
5128,Black Rock 001,32765,Valid,L6,152.0,Found,2003.0,40.86717,-119.18352,"(40.86717, -119.18352)",10.0,482.0
5129,Blackwater Draw,5067,Valid,H4,1500.0,Found,1979.0,34.20583,-103.22222,"(34.20583, -103.22222)",11.0,1987.0
5130,Blackwood Creek,5069,Valid,H6,67.0,Found,1998.0,40.5,-101.08333,"(40.5, -101.08333)",19.0,458.0
5132,Blakeman,56564,Valid,L4,113.7,Found,1983.0,39.91667,-101.2,"(39.91667, -101.2)",17.0,1285.0
5134,Bledsoe,5074,Valid,H4,30500.0,Found,1970.0,33.59167,-103.02667,"(33.59167, -103.02667)",11.0,830.0
5136,Blue Eagle,45972,Valid,R3-6,70.0,Found,2006.0,38.66167,-115.51833,"(38.66167, -115.51833)",10.0,2401.0
5138,Bluebird,30445,Valid,L6,3650.0,Found,2002.0,35.8675,-114.19167,"(35.8675, -114.19167)",7.0,8.0
5139,Bluewater,5078,Valid,"Iron, IIIAB",9540.0,Found,1946.0,35.26667,-107.96667,"(35.26667, -107.96667)",11.0,2536.0
5140,Bluewing 001,5079,Valid,Eucrite-mmict,6.1,Found,2000.0,40.2495,-118.93683,"(40.2495, -118.93683)",10.0,482.0
5141,Bluewing 002,5080,Valid,H5,23.0,Found,1999.0,40.24148,-118.94763,"(40.24148, -118.94763)",10.0,482.0
5143,Bluewing 003,5081,Valid,L6,95.0,Found,1999.0,40.26752,-118.94308,"(40.26752, -118.94308)",10.0,482.0
5144,Bluewing 004,5082,Valid,L5,113.0,Found,1999.0,40.27537,-118.9461,"(40.27537, -118.9461)",10.0,482.0
5145,Bluewing 005,5083,Valid,L5,7200.0,Found,1999.0,40.28563,-118.94657,"(40.28563, -118.94657)",10.0,482.0
5146,Bluewing 006,5084,Valid,L6,355.0,Found,1999.0,40.28338,-118.94808,"(40.28338, -118.94808)",10.0,482.0
5147,Bluewing 007,5085,Valid,L4,324.0,Found,1999.0,40.28247,-118.94872,"(40.28247, -118.94872)",10.0,482.0
5148,Bluewing 008,5086,Valid,H5,451.7,Found,2001.0,40.27957,-118.94642,"(40.27957, -118.94642)",10.0,482.0
5149,Bluewing 029,45959,Valid,H6,83.8,Found,2006.0,40.2628,-118.95912,"(40.2628, -118.95912)",10.0,482.0
5150,Bluewing 030,51574,Valid,H5,18.81,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)",10.0,482.0
5151,Bluewing 031,51575,Valid,H5,170.0,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)",10.0,482.0
5152,Bluewing 032,54474,Valid,L5,78.0,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)",10.0,482.0
5153,Bluewing 033,51576,Valid,L5,287.44,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)",10.0,482.0
5154,Bluewing 034,51577,Valid,H5,34.0,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)",10.0,482.0
5155,Bluewing 035,51578,Valid,L6,12.56,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)",10.0,482.0
5156,Bluewing 036,51579,Valid,L6,10.47,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)",10.0,482.0
5157,Bluewing 037,52962,Valid,H5,37.2,Found,2009.0,40.2819,-118.94693,"(40.2819, -118.94693)",10.0,482.0
5158,Bluff (a),5087,Valid,L5,153300.0,Found,1878.0,29.87861,-96.87222,"(29.87861, -96.87222)",23.0,844.0
5159,Bluff (b),5088,Valid,L4,16000.0,Found,1917.0,29.86306,-96.92667,"(29.86306, -96.92667)",23.0,844.0
5161,Boaz (stone),5091,Valid,H5,1800.0,Found,1968.0,33.65167,-103.70833,"(33.65167, -103.70833)",11.0,2535.0
5164,Boerne,5095,Valid,H6,1100.0,Found,1932.0,29.8,-98.8,"(29.8, -98.8)",23.0,2081.0
5171,Bonita Springs,5104,Valid,H5,41800.0,Found,1938.0,26.26667,-81.75,"(26.26667, -81.75)",30.0,1057.0
5172,Bonnie Claire 001,5105,Valid,H5,23.03,Found,1998.0,37.21667,-117.08333,"(37.21667, -117.08333)",10.0,2401.0
5173,Bonnie Claire 002,5106,Valid,H5,80.8,Found,1998.0,37.21667,-117.08333,"(37.21667, -117.08333)",10.0,2401.0
5177,Borrego,5115,Valid,L6,2126.0,Found,1930.0,33.26667,-116.38333,"(33.26667, -116.38333)",8.0,1179.0
5178,Botetourt County,5116,Valid,Iron,500.0,Found,1850.0,37.5,-79.75,"(37.5, -79.75)",40.0,2756.0
5187,Boulder Mine,52852,Valid,L5,1560.0,Found,2008.0,34.685,-114.323,"(34.685, -114.323)",7.0,8.0
5189,Bouse,35487,Valid,L4-6,147.4,Found,2004.0,33.96667,-114.06667,"(33.96667, -114.06667)",7.0,7.0
5193,Bowesmont,5124,Valid,L6,2270.0,Found,1962.0,48.68333,-97.16667,"(48.68333, -97.16667)",3.0,2425.0
5194,Bowesmont (b),5125,Valid,L5,1300.0,Found,1972.0,48.78333,-97.35,"(48.78333, -97.35)",3.0,2425.0
5197,Brady,5129,Valid,L6,927.0,Found,1937.0,31.05,-99.46667,"(31.05, -99.46667)",23.0,2796.0
5199,Brainard,5131,Valid,"Iron, IIIAB",138300.0,Found,1978.0,41.15333,-96.955,"(41.15333, -96.955)",19.0,2196.0
5200,Brandon,5132,Valid,L6/7,7580.0,Found,1975.0,40.81,-101.80167,"(40.81, -101.80167)",19.0,469.0
5201,Brenham,5136,Valid,"Pallasite, PMG-an",4300000.0,Found,1882.0,37.5825,-99.16361,"(37.5825, -99.16361)",17.0,1238.0
5202,Brewster,5137,Valid,L6,17000.0,Found,1940.0,39.25,-101.33333,"(39.25, -101.33333)",17.0,338.0
5203,Bridgewater,5139,Valid,"Iron, IID",13600.0,Found,1890.0,35.71667,-81.86667,"(35.71667, -81.86667)",37.0,2233.0
5204,Briggsdale,5141,Valid,"Iron, IIIAB",2230.0,Found,1949.0,40.66667,-104.31667,"(40.66667, -104.31667)",9.0,1072.0
5205,Briscoe,5142,Valid,L5,1773.0,Found,1940.0,34.35,-101.4,"(34.35, -101.4)",23.0,3147.0
5206,Bristol,5143,Valid,"Iron, IVA",20000.0,Found,1937.0,36.56667,-82.18333,"(36.56667, -82.18333)",40.0,2114.0
5208,Broken Bow,5145,Valid,H4,6800.0,Found,1937.0,41.43333,-99.7,"(41.43333, -99.7)",19.0,2243.0
5210,Bronco,5147,Valid,OC,972.0,Found,1971.0,33.28333,-102.96667,"(33.28333, -102.96667)",23.0,2966.0
5211,Bronco (b),5148,Valid,OC,101.0,Found,1980.0,33.275,-102.96,"(33.275, -102.96)",23.0,2966.0
5212,Bronco (c),5149,Valid,OC,53.0,Found,1980.0,33.275,-102.96,"(33.275, -102.96)",23.0,2966.0
5213,Brownell,5150,Valid,L6,2000.0,Found,1971.0,38.69667,-99.70833,"(38.69667, -99.70833)",17.0,1251.0
5214,Brownfield (1937),5151,Valid,H3.7,40960.0,Found,1937.0,33.21667,-102.18333,"(33.21667, -102.18333)",23.0,801.0
5215,Brownfield (1964),5152,Valid,H5,4100.0,Found,1964.0,33.21667,-102.18333,"(33.21667, -102.18333)",23.0,801.0
5216,Brownfield (c),5153,Valid,OC,1550.0,Found,1974.0,33.135,-102.27833,"(33.135, -102.27833)",23.0,801.0
5217,Brownfield (iron),5154,Valid,"Iron, IID",1626.0,Found,1960.0,33.21667,-102.18333,"(33.21667, -102.18333)",23.0,801.0
5218,Bruceville,5155,Valid,L6,83000.0,Found,1998.0,38.295,-121.405,"(38.295, -121.405)",8.0,77.0
5221,Buck Mountain Wash,30446,Valid,H3-5,798.0,Found,2004.0,34.72453,-114.20883,"(34.72453, -114.20883)",7.0,8.0
5222,Buck Mountains 001,35488,Valid,H6,50.0,Found,2004.0,34.73245,-114.22257,"(34.73245, -114.22257)",7.0,8.0
5223,Buck Mountains 002,35489,Valid,L6,18.4,Found,2004.0,34.71933,-114.20783,"(34.71933, -114.20783)",7.0,8.0
5224,Buck Mountains 003,44705,Valid,L6,34200.0,Found,2005.0,34.7345,-114.21717,"(34.7345, -114.21717)",7.0,8.0
5225,Buck Mountains 004,55342,Valid,H3-6,145.8,Found,2005.0,34.70108,-114.18845,"(34.70108, -114.18845)",7.0,8.0
5226,Buck Mountains 005,55334,Valid,L6,859.7,Found,2007.0,34.70337,-114.19097,"(34.70337, -114.19097)",7.0,8.0
5259,Buffalo Gap,51831,Valid,"Iron, IAB-ung",9300.0,Found,2003.0,32.24611,-99.99306,"(32.24611, -99.99306)",23.0,800.0
5261,Bunker Hill,54611,Valid,L6,28000.0,Found,2002.0,38.84833,-98.72383,"(38.84833, -98.72383)",17.0,1289.0
5263,Burdett,5167,Valid,H5,8600.0,Found,1940.0,38.23333,-99.53333,"(38.23333, -99.53333)",17.0,1254.0
5265,Burkett,5170,Valid,"Iron, IAB-MG",8400.0,Found,1913.0,32.03333,-99.25,"(32.03333, -99.25)",23.0,3109.0
5267,Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819.0,42.75,-75.18333,"(42.75, -75.18333)",47.0,2136.0
5269,Burns,57342,Valid,"Iron, IIIAB",18400.0,Found,2003.0,39.86667,-106.88333,"(39.86667, -106.88333)",9.0,1446.0
5270,Burns Flat,5174,Valid,L6,1987.0,Found,1971.0,35.33333,-99.15,"(35.33333, -99.15)",20.0,2313.0
5274,Bushnell,5180,Valid,H4,1240.0,Found,1939.0,41.23333,-103.9,"(41.23333, -103.9)",19.0,2301.0
5275,Butler,5182,Valid,"Iron, ungrouped",41000.0,Found,1874.0,38.3,-94.36667,"(38.3, -94.36667)",18.0,2651.0
5279,Caddo County,5192,Valid,"Iron, IAB-ung",18000.0,Found,1987.0,35.0,-98.33333,"(35.0, -98.33333)",20.0,2673.0
5283,Caldwell,5197,Valid,L-imp melt,12900.0,Found,1961.0,37.03333,-97.625,"(37.03333, -97.625)",17.0,1297.0
5303,Calico Rock,5198,Valid,"Iron, IIAB",7275.0,Found,1938.0,36.08333,-92.15,"(36.08333, -92.15)",15.0,1004.0
5305,Calliham,5201,Valid,L6,40000.0,Found,1958.0,28.41667,-98.25,"(28.41667, -98.25)",23.0,2793.0
5306,Cambria,5203,Valid,"Iron, ungrouped",16300.0,Found,1818.0,43.2,-78.8,"(43.2, -78.8)",47.0,2131.0
